id,joke,label
2005,一次上物理课，老师以提问的方式来让我们更好记住上浮和下沉的知识，于是就问：“物体在液体中向上运动叫什么？”“上浮！”全班同学抢着答。 老师又问：“那向下运动呢？”“下浮~~”我快速大声的抢答，汗！！,1
2006,蜘蛛正在网上，网警爬了过来问：“你是谁？” “……” “按实名制登记了吗？” “……” “年龄？” “……” “性别？” “……” “身份证？” “……” 正问着，蜘蛛抬起一脚将其踹下：“NND，老子上自己家的网还要被你监视，这是哪一个畜生规定的？！”,3
2007,伊凡鼻子流着血回到家里。他妈妈问，“发生了什么事？” “一个男孩咬了我一口，”伊凡说。 “再见到他你能认出来吗？”妈妈问。 “他走到哪里我都能认出他，”伊凡说。“他的耳朵还在我衣兜里呢。”,3
2008,阿尔茨海默氏症的优势：每天都有新朋友。,3
2009,唐僧一觉醒来，发现悟空跪在自己床前痛哭流涕，问道：“空儿你怎么了？” 悟空掬了一把伤心的泪，说：“师傅，你下次睡觉说梦话，不念紧箍咒，成么？,3
2010,好：你的叔叔给你一笔财富。坏：这是伪造的。,3
2011,某年的某天，到我们当地派出所换二代身份证。人很多，都快排到派出所旁边的化肥厂门口了。 肚子也不争气咕噜咕噜一直响，一个接一个的放屁，那个叫一个臭啊！我都不好意思在那里站了。 身后有个大妈说：“这些派出所的警察孩子们办公不容易啊！天天闻着化肥厂的臭气会伤身体的！”,3
2012,午时三刻，烈日当空，监斩官下令：斩！突然死囚一阵哈哈大笑，监斩官问到：你因何发笑？ 死囚迟疑片刻道：专家果然没说错，每天笑一笑可以延长寿命5秒！,5
2013,儿子：“爸爸，简化字的‘会’字怎么写？” 父亲：“人字下面一个云字。” 儿子：“为什么？” 父亲：“开会的时候别人怎么说你就怎么说，这叫‘人云亦云’。”,3
2014,学生答：烧饼五毛钱一个，要么，要么？,1
2015,小洪逛街，看到一个成衣店门口的海报上写着：“做上衣送下衣，做下衣送上衣。” 小洪知道老板在玩促销手段，他走进店里，故意问老板：“上下衣怎么分呀？” 老板说：“这还用问吗？以腰带为界呀！” 小洪说“好”，便进了试衣间，不一会儿，他慢慢挪出来，老板一看就傻了，只见小洪把腰带系在脚踝上，还笑眯眯地说：“我做的‘下衣’是棉袜子，上面的----老板你就送了吧！”,5
2016,早上挤公交，人太多了，简直就是在办武林大会一样，结果我还是被抛在了所有人的脑后，因为我只会打狗棒法，但是我又没带打狗棒，所以只能最后一个上车，站在了车门边，这是公交师傅说：“门边的先生，注意了要关门了。” 我说：“师傅等一下，我屁股还在外面。” 这时师傅说：“让你屁股坐下一班。” 我一下被雷到了，感觉被玩弄了，不服输的回了他一句：“我钱在屁股包里，它坐下班我没钱买票，” 这时售票员又说了句话：“让有钱的上来没钱的坐下一班。” 我听后差点没晕倒……,1
2017,有天我在天桥看到一双腿残疾的乞丐， 远处跑去了个熊孩子抓起 乞丐碗里的钱撒腿就跑。 这时我眼睁睁的看到双腿残疾的 乞丐跳起来以每秒百米的速度追了上去， 我的那个娘娘呀！熊孩子干得好， 残疾都能治疗，多有爱的一幕啊！,3
2018,"一母亲教育儿子，总是使用暴力，动不动就拳打脚踢。 左邻右舍劝都劝不住，看着小孩可怜，就帮忙报了警。 警察对这位母亲说：“为什么这样打小孩。” 这位母亲理直气壮：“打是亲,骂是爱,爱得不够用脚踹!”",3
2019,对于年轻的母亲们来说，有时说服小孩子上床睡觉也许是一件令人头疼的事，然而有个名叫凯瑞的母亲却想出了一个幽默的主意。她对儿子说道：你的小床就是一只信封，而你就是一封写着好消息的信。 孩子听了高兴地跳上了床，钻进了被子，让母亲把他放入信封，贴上邮票，并将他邮寄到一个甜蜜的梦乡。,1
2020,小李在网上看中了一件夹克，标价200元，他就在QQ上与店主讨价还价，店主做了让步，说一口价180元，小李还是觉得贵，可店主似乎不肯再让步了，没办法，小李只好与店主说“拜拜”了。他习惯性地打出了“88”二字，正要下线，这时，奇迹出现了----店主发来一个“哭”的表情，然后说：“成交！”,3
2021,妈妈一面开启一个沙丁鱼罐头，一面对儿子说：阿冬，你知道吗，有时海里的大鱼会把这种小鱼一口吞掉。 阿冬问：海里的大鱼怎样把罐头打开呢？,5
2022,小珍珍显然是第一次到动物园去游玩。当她看到豹子笼旁边挂着油漆未干的牌子时，不禁惊奇地叫起来，噢，我还以为豹子身上的斑点是真的呢！,1
2023,妻子：亲爱的，只要你把面包和咖啡准备好就可以吃早餐啦！ 丈夫：今天早上吃什么呢？ 妻子：面包和咖啡。,1
2024,医科学生：爸爸，我想专门学心脏外科。 老于世故的父亲：人有多少心脏？ 学生：只有一个。 父亲：有多少颗牙齿？ 学生：32颗。 父亲：那你还是学牙科吧。,3
2025,道教高徒遵师之命十岁时被送往学校进修，十年后学成归来。 师尊：孩儿，何为道？ 弟子：禀师尊，＂看山是山，看水是水；看山不是山，看水不是水；看山依旧是山，看水依旧是水。＂此为吾道！ 师尊：好好好，你是如何有此觉悟的？ 弟子：弟子十年寒窗奋发苦读，机缘之下成为一名近视眼，近日又配得眼镜，终探正果！ 师尊：你个混账东西！,3
2026,今天上课，老师正讲狂犬病。 坐我旁边一二货同学“嗷”了一声然后咬了我一口。 当时愣了几秒，那货见我没反应又喊了一句“你被狗咬了你怎么没反应？” 三秒过后，全班沸腾了……,5
2027,记得每次过年爸妈给红包， lz都会把钱拿出来后就会把空的红包丢在马路边等路人去捡， 别人捡起红包发现是空的lz就特有成就感， 有次一个大叔捡起红包发现是空的随手就扔了嘴里还骂着“今天都捡了三个空红包了”…,1
2028,一次，里根总统在白宫钢琴演奏会上讲话时，夫人南希不小心连人带椅跌落在台下的地毯上，观众发出惊叫，但是南希却灵活地爬起来，在200多名宾客的热烈掌声中回到自己的座位上。正在讲话的里根看到夫人并没受伤，便插入一句俏皮活：亲爱的，我告诉过你，只有在我没有获得掌声的时候，你才应这样表演。,3
2029,孝武准备讲孝经，叫谢公兄弟先练习起讲学来，并派车武子专门提问难二谢。 车武面有难色，对袁羊说：不面面俱到，问个周全，怕德音有遗漏。如问个仔细，又怕重劳二谢！ 袁羊说：不一定！ 车武子说：你怎会知道？ 袁羊说：你什么时候见过，明镜多照会疲劳，清流淙淙怕风吹？,1
2030,小明爸爸爱喝酒有次喝醉半夜回家倒在门口， 狗狗就一直拍他还一边叫，直到把妈妈吵醒，把爸爸拖回房间。 还有次，爸爸喝醉回家狗狗叫了几声，爸爸发酒疯， 就开始骂狗，骂了一个小时，居然把狗骂哭了， 是真哭了，第二天就离家出走了， 离家出走，…三天后自己又回来了。 估计这货是真生气了。,5
2031,咖啡厅，男孩温情脉脉地看着女孩，女孩推了推她面前的蛋糕说：“吃不下了。” 男孩显得有些焦急：“求你了，吃完吧。” 女孩看看男孩，赌气地把蛋糕大口大口地吃光了，然后就看到了男孩惊讶的脸。 医院，男孩跪下，举着女孩的x光片，显示着胃里一枚漂亮的钻戒说：“亲爱的，嫁给我吧！”,5
2032,一老师带学生游玩，见两个人结婚了，对学生说：“这是喜相逢。”又见一人卖乌龟，又说：“这是抓地龙.突然刚才结婚的两人新郎死了，老师又说：“这是归天去。”又指着大哭的新娘说：“这是守家中。”那天，老师让大家回去作诗。 诗歌令老师七窍生烟，诗内容：“老师师娘喜相逢，生个儿子抓地龙，有朝老师归天去，留下师娘守家中。”,5
2033,一农夫和一律师汽车相撞，律师高傲地拿出名片给农夫，农夫也从他车尾厢拿出一瓶威士忌，说你好像受惊不小喝一口吧！酒可以定定神，律师就喝了一口。 你的脸色还是很苍白，农夫说再喝几口吧！ 在农夫劝说下，律师又喝了五六口，然后律师提议，你也喝几口吧！ 农夫说不要，我在等交通警察。,5
2034,一位女士打算与丈夫离婚，她委托一位律师办理此事。 律师问她：夫人，您什么时候发现，您丈夫不再爱您了？ 这位夫人伤心地说：去年夏天。那时，我不慎跌入地窖，可我丈夫非但没问我是否摔痛，还叫嚷着让我替他在地窖里拿些酒上去。,1
2035,李先生的狗在狗类比赛会上夺得了第一名。 王先生道：“祝贺你夺得了第一。” 李先生纠正道：“先生，是狗获得了第一名。” 王先生忙说：“对不起。那么这次狗获得了多少奖金？” 李先生怒道：“先生，是我获得了奖金。”,1
2036,苏子夜坐休息，有只老鼠在咬东西。他一拍床板，咬声即停，但不一会又咬起来。苏子叫童子拿蜡烛来照一照，发现咬声来自一只空口袋内。原来是老鼠被关在口袋里走不脱的缘故。打开口袋一看，却只发现一只死老鼠，童子吃惊他说：刚才还咬东西，怎么会突然死了呢，不会是鬼发出的声音吧？说毕就翻过口袋把它倒了出来，老鼠一落地就窜走了。苏子感叹地说：狡猾者往往能绝处逢生啊！,1
2037,赫兹有一天生火炉，吹了半天也吹不上火来。他马上去拿来妻子的长衫罩在头上，噗、噗地吹了两口气，火便吹旺了。 赫兹得意地说：真怪，连火炉也怕我的女人！,1
2038,好吧，你赢了 下课出来透气看到老班。 班：上课睡觉了？ 我：没阿， 班：还没有，看你脸上那两道物理题。,5
2039,一位老学者对其弟子说：孩子，你应该结婚了。如果你娶到一个聪明又贤慧的妻子，你会得到幸福，如果你娶到一个轻浮的泼妇，你将会成为哲学家。,3
2040,小亮被妈妈带去医院看病。医生为了让小亮不那么紧张，就指着他的耳朵逗他说：小朋友，这是你的鼻子吗？ 小亮看了看医生，转过头很严肃地对妈妈说：妈妈，我们需要换一个医生了。他连鼻子和耳朵都搞不清还怎么看病？,5
2041,瓦西里克，别把手指含在口里，这很难看。 可是，妈妈，这个手指叫做食指呀。,1
2042,在常州恐龙园的餐厅吃饭，隔壁桌一对母女。 目测女儿四，五岁吧很可爱， 她妈举着手机对着她，伴随着拍照声，小女孩不断变换姿势。 可是，可是，我应该告诉她， 其实她妈开了前置摄像头在自拍么,5
2043,女同事甲：照片里怎么只有你和你女儿？在办公桌上放个全家福多好！你、你老公、还有你们漂亮的女儿，这样多温馨。 女同事乙：我也想啊，可是我老公他不上相，放个全家福的话，同事们会以为我们娘俩儿被歹徒绑架了！,5
2044,某先生对修理工说：替我查一查轮胎。 那位技工查了半天说：你有四个轮胎。,3
2045,罗杰斯绝望地问医生：医生，请您告诉我真实情况，我的病是没有指望了吧？ 不，罗杰斯，您不要这样消极，这对您的病是没有好处的。您要知道，这种病虽然十个有九个要死，但毕竟还有十分之一的希望。可喜的是，我医治的这种病患者已有九个，他们全部死了，所以，请您放心，您是一定有希望的。,3
2046,大人要是对小孩说“小孩子别问那么多”，那他的意思基本就是“其实老子也不知道”。,1
2047,笑笑中学时去女同学家玩，趁她爸妈不在家， 于是热吻，凑巧她弟弟回来看见了。 为了封口被她弟弟勒索50元。 她弟弟临走时说：“姐这个不错，你得珍惜啊！ 以前都是5块10块的弟弟都替你丢脸。”,3
2048,阳伯博是山南某县的县丞，妻子姓陆，出身名门。 本地县令的妻子姓伍，有一天她与各官吏的妇人会面。 相见后，县令的妻子问：县丞妇人贵姓？ 答道：姓陆。（六、陆同音） 又问主簿的夫人，主薄夫人答：姓戚。 这位县令夫人生气了，立刻退入内室，中止了会见。 众官的夫人不知是什么原因惹她不愉快，都想辞别而去。 县令听说此事，急忙入内问自己夫人。 妇人说：县丞夫人姓陆（六），主簿妇人说她姓戚（七）。就因为我姓伍（五）吧，她们都故意把姓说成大于我，用这个来耍弄我！其余的几位夫人我幸亏还未问。我如问，一定回答是姓八，姓九了！,3
2049,妻猜疑成性，总怀疑丈夫在外面与其他女人鬼混，每天都要检查衣物上有没有头发等，可始终没有发现，便问：你说实话，是不是跟一个秃头女人在一起？,5
2050,三只鬼坐在树下，看月亮，它们打赌，看谁吓人的本领最强。 第一只鬼飘走了，没一会儿就回来了，脑袋被打扁了， 手也掉了一只，身上的皮被抓得这里一块那里一块。 “怎么了？” 鬼哭丧着说：“我找到一个女孩子，才做了一鬼脸， 她就像一个疯子一 样冲过来，闭着眼睛，对着我又 撕又抓又咬，把我搞成现在这样子” 第二只鬼出发了，一会儿沮丧着回来，身上到是完整无缺。 另外两只鬼问：“怎么，你也没吓到人？” 鬼摇摇头“别提了，我找到一个小男生，他知道我是鬼以后，刚开始挺怕， 后来竟然求我，猛鬼大哥， 帮我去偷一份明天的数字考试试卷怎样？” 第三只鬼跳起来，“我还就不信这个邪了！当鬼的吓不了当人的”。 第三只鬼出发了。 一会儿，他也垂头丧气的回来了，“现在的小孩怎么胆子这么大啊！ 我用尽了全身招数，那小孩就连眼睛都不眨一下，一直那么笑着！” “不会吧！有这么胆大的小孩！？”两个鬼不相信了，三个鬼一起去看那个胆大的小孩…… “你脑袋是不是有毛病啊！这个只是一个小孩子的腊像啊！” “我怎么知道，你们知道我近视嘛，这是谁做的啊？ 做得这么像真的，把鬼都骗了……”,3
2051,室友：“老大你老实说你是不是gay？” 我：“次奥当然不是老子直的！” 室友：“那你昨晚为什么在厕所一边呻Y一边喊我的名字？” 我：“老子昨晚便秘，想叫你帮我拿一下开塞露， 你tm的听到了为什么不鸟我！！？？”,3
2052,公园的草坪插着一块牌子，上面写着：“禁踩草坪，违规者罚款一元。” 公园里的一位常客发现，与以前相比，牌子上写的罚款变少了，于是问公园里的服务人员：“为什么罚款降低了呢？以前不是需要罚款五元？” 服务人员：“五块没人踩。”,3
2053,无论女人做什么，她们必须做好两倍于男人才能被认为是好一半。幸运的是，这并不困难。,3
2054,一位丈夫上街给太太买长裤，女售货员问他太太腰围多少。 他不清楚却答：我不知道，不过我家有一台二十三寸的电视机，她站在前面，整个萤光屏就给遮住了！,5
2055,有三个秀才要去考状元，听说有个道士算卦很灵，就去请教。道士见是三个人，就伸出一指，便什么也不说了。三人不解其意，又不好多问只好告辞。 其徒弟不解的问师傅为何一言步伐不发。师傅骂到：你真笨啊，三人只伸一指。如果全中就是一齐？如果中两个就是一人不中？如果中一个？？？？？？？,1
2056,妻在保健站生一女儿，夫在一傍闷闷不乐，妻便安慰其夫曰：你看我们的女儿多漂亮啊，特像你，你看，这小嘴和你的多一样啊，还有这鼻子，太像你了，还有~~~~~~~。 夫听不下去了，垂头丧气的哼了一声说：可最关键的地方还是像你不像我啊。,3
2057,阿凡提给国王当顾问的时候，国王问阿凡提：你看委派谁去当县官合适？ 阿凡提毫不犹豫地回答说：派XX最合适！他去了肯定会为民着想。 你说得对，但XX不是你的死对头吗？你怎么会提到他呢？国王奇怪地问。 陛下，原因有二，其一，您只问我委派谁合适，没有问我谁合我意；其二，调XX离开这里离我远一点不更好吗？阿凡提回答道。,1
2058,理查·布林斯莱·谢立丹是18世纪后期英国最有成就的喜剧家。当他的第一部喜剧《情敌》初次上演时，谢立丹应观众的要求谢幕。就在这个时候，有一个人在剧场顶层的楼座上喊道：这个剧糟透了！ 谢立丹微笑地鞠躬说：我的朋友，我完全同意你的意见。 他一边耸耸肩，一边指着剧场里那些刚才为演出热烈叫好的观众，补充了一句说：但是，我们两个人反对这么多观众，你难道认为能起什么作用吗？,1
2059,古时侯有个人很会射箭，即使闭上眼睛也能射个百发百中，丝毫不偏。他叫了个徒弟跟他学射箭，徒弟以为已经把他的高超技巧尽数学到，就想射死师傅，独享善射的荣誉。 那天，师傅拿了一把刀，把徒弟射来的箭尽数砍断。只有一支箭，师傅不是用刀砍，而是用牙咬住了箭头。他笑着说：“你跟我学射3年，我还没有把这种‘啮镞法’传授给你呢。”,1
2060,世界杯期间，夫妻两个争遥控器。 丈夫说：你根本不进厨房做饭，为啥要看烹饪节目？ 妻子不甘示弱说：你从来没踢过足球，为啥要看世界杯？,3
2061,农夫的一匹老马向另一头马报怨，它说：“农夫总是一天到晚让我做最脏最累的活。” 另外一匹马说：“那你为什么不写信给动物保护协会去告他？” 老马白了那匹马一眼到：“净出馊主意，要是让他知道我会写信的话，我以后还不得被他当笔使啊。”,3
2062,有一天，一个富豪要买车， 却在为车行没有吉祥的车牌号正犹豫不决。 车行老板走过来笑着说：“这个车牌不错00544（动动我试试）， 保证没人敢惹，不错吧”！富豪心动了，立即购买此车， 可第二天就出了车祸，富豪生气的走下车， 心想这车你也敢撞，可下车一看立即灰溜溜的走了， 原来对方的车牌是44944（试试就试试）。,3
2063,精神科医生说，4人中有1人患有精神疾病。检查3个朋友。如果他们没事，那就是你。,3
2064,儿子：“爸爸，蘑菇是长在下雨的地方吗？” 爸爸：“是啊，你怎么知道？” 儿子：“我看它们每一个都打把伞！”,3
2065,她站起来后一言不发，足足站了有二分钟，全班死一般的寂静。 老师很无奈地说：“坐下 吧。” 只见此女坐下后趴在桌子上立刻就睡。 下课的时候，此女睡眼惺忪地转过身来，对我说：“刚才我梦到老师叫我回答问题了。”,5
2066,儿子找了个女朋友，就打电话告诉了妈妈。 妈妈问：“你女朋友怎么样？” 儿子说：“还行吧！就是胖了一点。” 妈妈说：“不能随便看不起一个胖子，至少人家比你重。”,5
2067,老公家有个五岁的侄女，古灵精怪的灰常可爱！ 一次一起吃饭，小屁孩问老公：“阿姨好漂亮，人家晚上在哪睡呢？” 老公就说：“嘿，你管呢，阿姨睡沙发。” 小屁孩一脸嫌弃地说“都带回家了，不睡一起。你傻呀！”,1
2068,无意间听到妹纸们聊的话题？ 我一听到就震惊了！ 有的妹纸说１０厘米就开始难受了！ 太细了也难受！嗯，我来做个小调查， 各位姑娘觉得穿高跟鞋的高度多少合适？ 粗细多少合适？,3
2069,某工厂举行了一次知识测验。答题中有一题：什么是文房四宝。这一题看起来很简单，可是有些青年人还对文房四宝搞不清，答不上来。其中有个青年人的答案是：宝贝妻子、宝贝儿子、珠宝项链、宝石戒指这四宝。,3
2070,有一位女演员对美国著名女演员班克黑德（1903-1968年）大出风头很不服气。一天，她对别人说：班克黑德并没有什么了不起，任何时候我都可在台上抢她的戏！ 班克黑德听后不屑地说：没什么，我甚至在台外也可抢她的戏！不久的一次演出就证实了她的能力。 那次的演出有这样一幕：那位夸过海口的女演员担任主角，演一个全神贯注打电话的角色，而班克黑德扮的是一个一闪而过的角色--因受不了那无聊的闲扯，搁下正喝着的一杯香槟酒悄然退场。事就出在杯子上：她好像随便地将酒杯搁在桌子的边缘，一半在桌面上，一半悬在桌外。观众的注意力都集中到酒杯上了，紧张得连气都不敢喘，生怕它掉下来。 这样，主角的戏就很少有人注意了。 事后，那位女演员才发现杯底粘了块胶布让酒杯能悬固在桌沿上。,3
2071,如果戒烟者永远不会赢，而且胜利者从不作弊，那么谁是傻瓜谁说“退出你就领先”？,3
2072,今天数学课老师斥责一学生：“男人数学都学不好还算什么， 男人嘛，就应该……”这时候我们班一暴强人物接话道：“到南京长江博爱医院。” 老师顿时石化，瞪了他足足3分钟，然后，就没有然后了……,3
2073,菲菲是手机店员一枚，来顾客都会问“选手机啊？给谁选？” 或者是“选手机啊？男士用还是女士？”有一天来了一位女士， 进门后，菲菲就问：“给谁选啊”女士答“给我爸选一个”， 菲菲继续问“男士用还是女士用啊？”女士顿了一下， 然后说：“我爸是男士，不知道你爸是不是啦？”,3
2074,甲：你看，最近的影视剧真有进步，看不见你追我跑的镜头了。 乙：可你没看见，好多片子都有夫妻夜晚躺在床上说悄悄话的镜头！ 甲：这为啥？ 乙：这么多年了，当初有情人早都成了眷属！,3
2075,一天妻子回家，丈夫正在网络中驰骋，妻子在门外没有钥匙进不去，她就按门铃------叮咚，正玩过瘾的丈夫没有反应过来，他说：请输入用户名。 老婆大声喊：我是你老婆啊。 丈夫说：请输入密码。 妻子答：赶快开门。 丈夫又说：密码错误，登陆失败，请重新输入用户名密码。 妻子发火了，吼道：晚上是不是想挨扁了，不开门有你好受的。 丈夫现在才如梦初醒说：密码正确，登陆成功。,3
2076,家人：医生，你来迟了一步！ 医生：怎么，病人死了吗？ 家人：病人的病自己好转起来了。,3
2077,我一哥们长的瓜子脸.有一天出去玩，梳了个中分发型。 走在路上回头率高达百分之九十边走边夸他。还都这样夸他：我说日本鬼子都投降好几十年了.从那又出来一个汉奸啊？,1
2078,听到一个小孩子跟他爸爸说：爸，再告诉我一次，你为什么速度会那么快，我看不到你是怎么样走到电视机前面换电视频道的。,3
2079,一个醉汉回家，两次上了公共汽车，都被告知上错了车，后来他下了第三辆车，总算对了。 车上有个神父见他喝得醉醺醺的样子，便很不高兴地在胸前画着十字，说：“我的孩子，酗酒是通往地狱之路啊！” 醉汉立刻大叫：“什么？这车是开往地狱的？难道我又上错车了？”,3
2080,自助餐。一个法语单词，意思是：起床并自己动手！,3
2081,论坛上的一个MM跟我：给我举几个大器晚成的例子，我论文要用！ 偶：黄忠六十跟刘备，德川家康七十打天下，姜子牙八十为丞相，佘太君百岁挂帅，孙悟空五百多岁西天取经，白素贞一千多岁下山谈恋爱！~,3
2082,基督徒是一个在周日感到后悔的人，因为他周六所做的事情将在周一再次发生。,3
2083,失败不是一种选择。它与您的软件捆绑在一起。,3
2084,一位风湿性病患者问经理：这里的泉水是否对身体好处？洗过温泉浴我的病会减轻吗？ 我举个例子，经理说，去年夏天来了个老头，身体僵硬得要坐轮椅，他在这里住了1个月，没付帐就骑自行车溜了！,3
2085,在我们寻求真理的过程中，让我们不要被最容易相信的东西所影响。,3
2086,那是戈尔巴乔夫还是总书记的时候。一天因私外出，嫌司机车开的太慢，催促了好几次。但因交通拥挤，还是不能让他满意。最后戈尔巴乔夫一把抢过方向盘，把司机推到后面，自己开起来。 他一路横冲直撞，造成一片混乱。有人达电话向交通局长反映。局长大怒，质问改地段交警。局长：看到肇事者没有？警察：看到了。局长：为什么不逮捕他？警察：我不敢？局长：为什么？警察：他的官很大。局长：有多大？警察：不知道，反正戈尔巴乔夫是他的司机。,3
2087,妻子关心地对丈夫说：老公，你近来老是说梦话，要不我陪你去医院检查一下身体？ 丈夫惊慌地答道：不用，如果医生给我治好了这毛病，那么我在家里的这一点点发言权都没有了！,3
2088,1717年，伏尔泰因为讥讽摄政王奥尔良公爵，被囚禁在巴士底监狱11个月之久。 出狱后，吃够了苦头的哲学家知道此人冒犯不得，便去感谢他的宽宏大量，不计前嫌。摄政王深知伏尔泰的影响，也急于同他化干戈为玉帛。于是两人都讲了许多恰到好处的抱歉之辞。 最后伏尔泰再一次表示感激说：陛下，您真是助人为乐，为我解决了这么长时间的食宿问题，我衷心地再次向您表示感谢。可今后，您就不必再为这件事替我操心啦。,1
2089,老鬼：小鬼，前几天你家里烧来的纸钱呢？ 小鬼：跟大鬼合伙投资了。 老鬼：赚了没有？ 小鬼：……这个傻瓜，鬼没有脚，它却非要开鞋店！,3
2090,丈夫喝了几杯后和妻子说：“对不起啊，我对你不诚实，这么多年了，我一直没告诉你，其实我是色盲！” 妻子激动得说：“我也对不起你呀，这么多年了，我一直瞒着你，其实我是黑人！,3
2091,一人远出回家，对妻云：我到燕子矶，蚊虫大如鸡。后过三山埉，蚊虫大如鸭。昨在上新河，蚊虫大如鹅。 妻云：呆子，为甚不带几只回来吃。夫笑曰：他不吃我就勾了，你还敢想去吃他！,1
2092,腼腆的你终于鼓起勇气问心爱的女孩：你喜欢什么样的男孩？ 女孩说：投缘的。 再问还是一样。你只好伤心的说：头扁一点不行吗？,5
2093,如果女性不存在，世界上所有的钱都没有意义。,3
2094,德怀特·艾森豪威尔总统是个秃头。他的财政部长乔治·汉弗莱也是个秃头。 他们第一次会见时，艾森豪威尔和他亲切地握手并且说：乔治，我注意到你梳头的方式完全和我一样。 后来，汉弗莱常说他永远不会忘记艾森豪威尔那种随和而平易近人的作风。,1
2095,这时，遗孀低下头，悄悄对她的孩子说：你去看一看那棺材里面躺着的是不是你爸爸！,1
2096,女朋友在消除业余时间方面做得非常出色。,3
2097,他要她在她的微博上每天留言一句“我爱你”，只要连续不断的坚持一百天，她就愿意嫁给他。 眼看已经坚持了九十九天了，今天满怀欣喜的打开微博一看，禁评了。,3
2098,放学路过个果园，顿时心生邪念！以神一般的速度偷了个果！ 结果被发现了，意识下一路狂奔，没想到果农一路狂追，一直追到家！ 心想完了，这回肯定pp开花了！ 没想到果农追得满头大汗就为了和我说一声：“果子上有药，孩子，洗干净再吃！” 当时就热泪盈眶了，为我们的农民伯伯致敬！谁知盘中餐，粒粒皆辛苦啊...,3
2099,老师让我们把作业发他邮箱或微信里。 我一直在想作业怎么写， 打出来太麻烦，发图片手机像素太低， 语音有些符号不会念， 直到打开课本我才发现我想多了， 作业根本不会写！,1
2100,我只是在这里工作，直到一个好的快餐工作开放。,3
2101,生命中唯一确定的是死亡和税收 - 即使是对于恐龙。,3
2102,妈妈：你今天又偷喝了爸爸的酒了吧？ 东尼：没有呀？ 妈妈：那为什么衣服上有酒味？ 东尼：不可能，我喝酒时一点也没有洒在衣服上。,1
2103,上课时！老师叫同学们缩句！在那茫茫的大海上飘着的是一艘银灰色的军舰 一位同学举手说那大海上的是军舰！ 老师开心的表扬了他：缩的好，缩的好！ 另一位脑子简单的同学也站了起来：那是船。 顿时全班哄堂大笑。,3
2104,刚从建外soho地库出来，发现忘带钱包，交不了停车费被困地库出口。 后面车里一好心姑娘替我掏了18块钱停车费，还把找回来的32块钱也塞给我，说：“一会儿万一您再进个地库，可就不一定能碰见我了。” 真是叫我太感动了！ 后来我管姑娘说要个电话方便还钱，姑娘说：“钱都给了，就别惦记人了！”,1
2105,我们寝室对面有一小面馆。寝室一室友，特爱耍酷。某日正待在窗边洗头，待洗完，头发一甩作明星状，手指向面馆，大喊一声：“吃削面的朋友们，你们好吗！”,1
2106,很久很久以前，真理和谎言本是一对姐妹。 有一天，真理和谎言一起来到河边洗澡。 她们洗完澡，谎言先上了岸，她发现真理的衣服非常漂亮， 就偷偷地将真理的衣服穿上了，并且把自己的衣服藏了起来。 等真理上岸后，发现自己的衣服不见了。 没有衣服怎么办呢？没有办法。 所以真理从此以后，就干脆不穿衣服了。 这就是人们后来常常所言——真理是赤裸裸的。,3
2107,老师领着学生到鱼塘体验摸鱼，一时兴起问道：“小伙子们，谁知道浑水摸鱼什么意思？” 小刚：“浑了的水就能摸到鱼。” 小明：“你别那么俗好不，肯定有引申的意思。” 老师满意道：“小明说的不错，那你引申下教教他。” 小明：“嗯，就是原本很清的水，因为水清则无鱼，再把水搞浑了，就能摸到鱼了，老师对吧。”,5
2108,小狗和小猫新婚不久就去法院起诉离婚，大象法官问其愿因。 小狗说：“小猫天天夜不归宿，我怀疑它有不轨行为！” 小猫满腹委屈的说：“我那是去追老鼠去了。” 小狗：“看，它承认了！”,5
2109,夜深了，楼房里有一家还在举行舞会，从窗口不断传出音乐声、跺脚声，一片喧哗。不久一邻居打来了电话：喂，对不起，可敬的先生，您能不能把录音机借给我用一下？ 怎么？你也想开家庭舞会吗？ 不，我想睡觉了。,3
2110,有人喂了一只鹦鹉，很聪明。一天朋友来找他，按一下门铃后，听到里面有人讲：再按再按。客人又按：里面又讲：再按再按。客人按后门果然开了。 开后客人讲，为什么让我按那么多下门铃？主人讲：是鹦鹉叫你按的。我这鹦鹉很聪明，你摸它的左脚，它会说你好，摸右脚会说再见。客人摸后果然见效。 客人很高兴，问：如果两个脚都摸如何？主人说没试过。客人便去摸鹦鹉的两脚，没想鹦鹉大叫：你想把我扳倒啊，有没有搞错。客人瞠目。,3
2111,一贫人生前负债极多，死见冥王。王命鬼判查其履历，乃惯赖人债者，来世罚去变成犬马，以偿前欠。 贫者禀曰：人马之报，所偿有限，除非变了他们的亲爷，方可还得。王问何故，答曰：做了他家的爷，尽力去挣，挣得论千论万，少不得都是他们的。,1
2112,弯曲香蕉的家伙到底是谁？他为什么要这样做？,3
2113,妈妈：玛丽，你手上、脸上怎么这样脏呀？你看见过我穿这么脏的衣服或者把手弄得这么脏吗？ 女儿：我怎么能看见您小时候是什么样子呢？,3
2114,男精神病患者：我有话要告诉你。 女精神病患者：什么事儿呀？ 男精神病患者：（小声耳语）你一定要保守秘密，我是菩萨的儿子。 女精神病患者：TMD！我什么时候生过你这个儿子！,5
2115,这冥币做得太TM逼真了，连金丝儿都有。 回去之后刚进门他妈就问，你去祭祖怎么没带着这些纸钱儿？ 还有，家里刚取的那一万块钱哪去了？,3
