id,joke,label
1794,当今悲催现状：小学生都跑去过情人节，中学生过着光棍节，剩下的大学生都特么过儿童节了。,1
1795,厂长和女秘书偷情，突然有人敲门，厂长慌忙穿上裤子。 女秘书阻止说：别急着穿衣服，不然人家还以为我们关着门在喝酒呢。,1
1796,生命是一次旅行。你有机票还是搭便车？,0
1797,喝咖啡！用更多能量做更愚蠢的事情！,0
1798,今天，哥去捞了QQ漂流瓶，捞了一个，结果一看崩溃了！“再来一瓶”。,1
1799,人之初，性本善，你做饭来，我吃饭。,1
1800,在手枪上：不建议用作胡桃夹子。,0
1801,下班之后回家买西瓜，看见一身材很好的美女，果断拿出手机抓拍。 美女听到声响，回头一看，给我吓了一跳：“丈母娘你穿这样干嘛？”,1
1802,记者：织女小姐，您当初下嫁给牛郎，感觉委屈吗？ 织女：哪有委屈啊？结婚时，牛郎就已经有房（草房）、有车（牛车），快人一步。,1
1803,幸福是什么？幸福就是你吃鱼，我吃肉，看着别人啃骨头。,1
1804,小刚是个水浒迷，不过他学习很不认真。 有一次，爸爸生气地对他说：你将来一定是无用！ 小刚却开心地说：太好了！爸爸说我是智多星吴用！,1
1805,不怕被人利用，就怕你没用。,1
1806,为什么7-11的门上有锁？它全天24小时开放。,0
1807,一天猪八戒去书店买书，对店员说给我来本育儿的书， 于是店员给他拿了本养猪指南。,1
1808,很黑的深夜，我突然想要学习，可是当我找到蜡烛的时候，天已经亮了。,1
1809,我还是单身，因为我的婆婆不能生孩子。,1
1810,老师说：今天天气很好，我们应该去踏青。 学生说：老师你是指去践踏穿青色衣服的女生吗？,1
1811,我不会被逮住嫁给一个年龄足够成为我妻子的女人。,1
1812,一个精神病人枕着几片菜叶躺在餐桌上，周围的病人用筷子对他指指点点。 医生纳闷的问：你怎么不一起吃。 病人：我是他们点的烤乳猪。,1
1813,吃刀子嘴喇出血吃豆腐心入口即化。,1
1814,陆军：你忽略的敌人转移是主攻。,0
1815,铃铃铃上课铃响了，同学们跑进教室，坐得端端正正。老师问了一个问题：什么东西只有大象有？ 小东回答道：小象。 老师无言。,1
1816,老师问小明：这次考试能考90分吗？ 小明：十分有把握！ 结果小明只考了10分。 老师问小明：你不是能考90分吗？ 小明：我说10分有把握。,1
1817,妻子：咱们一直散步到那条马路吧。 丈夫：到那儿太远了，一会儿该走不回来了。 妻子：没事，你背我回来。,1
1818,实验室工作的第一定律：热玻璃看起来与冷玻璃完全相同。,0
1819,那些拒绝从历史中吸取教训的人注定要重蹈覆辙。,1
1820,每个人偶尔都会碰到一堵砖墙，诀窍不是用头来做。,1
1821,电影评论家就像一个无腿的人，教导跑步。,0
1822,我正在玩植物大战僵尸，我妈妈突然走过来， 说都多大了，还玩这低智商的游戏。。 赶紧先别玩了。。把我的菜收了。。,1
1823,一家长边给女儿擦眼镜，边问道：“怎么刚配的镜片上面就有划痕？” 女儿答道：“会不会是因为我的眼神太犀利了？”,1
1824,无纸化办公室将与无纸化马桶同时成为现实。,1
1825,巴克：我真不明白，那么多人死在海里，可是还有那么多人出海。 比尔：那么多人死在床上，可是你每天晚上还要上床。,1
1826,不是现在，约翰，我们得继续玩游戏节目......,0
1827,运动中的物体将始终朝错误的方向前进。,0
1828,貌似现在的短信功能好像只剩下收验证码了。,1
1829,我头脑中的小声音让你闭嘴。,0
1830,如果您想知道今天的孩子有什么问题，请看看他们的父母。,1
1831,人生“学说三句话”：算了！不要紧！会过去的！,1
1832,"有一天，小蚯蚓问蚯蚓妈妈：“妈妈,爸爸到哪去了?” 蚯蚓妈妈说:“爸爸今天和渔夫钓鱼去了。”",1
1833,一个男孩对女孩说，我们一人出5毛，我们就一块了。 我们一人出6毛，我们就一块二了。 我们一人出7毛就 一块四（死）了。,1
1834,一次老爸和表哥用QQ视频聊天。 开始视频的时候摄像头没有对着我爸。 表哥在那边喊：“我看不到你啊！” 我爸说：“我隐身了！”,1
1835,如果你把东西搞得太久，它就会破碎。,0
1836,总经理对副总说：“你为什么又去喝酒了？你如果不喝酒，早就坐上我这个位置了！” 副总不太高兴地说：“因为我一喝酒就觉得我已经是董事长了！”,1
1837,你跪在我面前做什么？你以前也在别的女人面前跪过，现在还要来骗我吗？ 亲爱的，我是为了你，才在别的女人面前反复练习的呀。,1
1838,爸爸，你可以省钱了！ 省什么钱？孩子。 今年你不用再花钱给我买课本，我已经留级了。,1
1839,不要去找办公室工厂已经死亡的医生。,0
1840,两三年后，他们在街上碰到了另一个人。,0
1841,毛拉问孩子们：月亮和星星，究竟谁与我们离得近？ 聪明的小阿凡提立即回答说：当然是月亮，月亮看起来那么大，星星看起来却很小，有时用肉眼还看不见。,1
1842,手机每天都要充好多次电，总是连着充电线，搞得我现在跟当年拨号上网一样。,1
1843,一年轻人敲开了作曲家的房子，说：请问，罗西工程师是在这里住吗？ 不，作曲家回答，罗西工程师的家比我高两个八度。,1
1844,有一天，小敏正在看动物大观，她的爸爸想趁机考考她，便问说：你知道熊为什么要睡6个月的觉吗？ 小敏毫不考虑的回答：因为没人敢去叫醒它！,1
1845,你永远不应该把你的工具，接送或枪支借给任何人。,0
1846,最高贵的狗是热狗，它喂食咬它的手。,1
1847,如果程序有用，它将被更改，如果它没用，它将被记录。,0
1848,经验是在您需要之后才能获得的。,1
1849,老板：今天好好加班，把工作给完成了。 下属：又是加班，什么时候能换个词？ 老板：换什么词？ 下属：加薪。,1
1850,有一些已知的东西，有一些未知的东西，两者之间是门。,0
1851,愤怒是舌头比心灵工作得更快的条件。,1
1852,在我的世界里，上帝没有空间。可能是为什么他有自己的好地方。,0
1853,有一天，小华到小明家玩，小华突然想上厕所就跟小明说：[小明厕所借我一下。] 小明回答：[不行你借走了我们家就没有厕所了。],1
1854,妈妈幽怨的看了我一眼。 我嫁给你爸的时候，我以为他会长高，谁知道再也没长过。,1
1855,你现在吃午饭的小费会在二十年前给你买。,0
1856,一头目长得超猥琐，前天见到他女儿乖巧伶俐，大家忍不住的夸。 我当时头脑一热，夸道：这姑娘真俊俏，简直就不象你生的。,1
1857,一家人正看言情片，孩子问爸爸：您是怎样选中我妈妈的？是不是您到了结婚的时候，我妈妈和其她女孩站成一排，您最后挑选了她？,1
1858,圣诞老人悄悄爬进杨幂的房间， 拿出礼物，打开袜，卒。,1
1859,然后第二个聪明的家伙出去了，带着一只巨大的黑熊回来了。,0
1860,当你连嫁的勇气都没有，他何尝不是连娶的打算都空缺。,1
1861,为一个紧张的老板工作是很难的，特别是如果你是他紧张的原因！,1
1862,这是有趣的游戏，直到有人失去牙齿...然后它是曲棍球!!,0
1863,我一直喜欢和在大规模喝酒的牧师一起工作。他们是最容易合作的人。,0
1864,当林肯正在擦他自己的皮鞋时，一个外国外交官向他走来。 怎么，总统先生，您竟擦自己的鞋子？ 是的。林肯回答，那么您擦谁的鞋子？,1
1865,赤脚会使锋利的金属物体磁化，因此它们总是从地板上指向上方。,0
1866,统计信息显示每两分钟创建另一个统计信息。,1
1867,和同事一起去吃自助。说好AA制，结果付钱的时候他却掏出一张五折券。,1
1868,真相就在那里。那你在这做什么？！,1
1869,朋友的妻子是金鱼，能看不能吃， 街上的小姐是河豚鱼，有毒素不能吃。 自已的老婆是咸鱼，想什么时候吃就什么时候吃。,1
1870,这些孩子是谁，为什么他们一直叫我妈妈？,1
1871,“你的发型很另类呀。” “我的发型很普通呀？为什么另类呢？” “在我们学校这么普通的发型太少了，所以另类呀。”,1
1872,如果我抓到另一个男人和我的妻子调情，我会隐藏他的领袖狗。,0
1873,你的眼睛就象天上的明月，一只初一，一只十五。,1
1874,我就像一只趴在玻璃上的苍蝇，前途一片肖明，而我去找不到出路。,1
1875,儿子：爸爸，你给我5块钱行吗？明天老师要带我们去动物园看蟒蛇。 吝啬的爸爸：干嘛去花那个冤枉钱！你拿着我的放大镜去河边看蚯蚓不就行了~！！,1
1876,最后笑的人可能没有得到这个笑话。,0
1877,施姆尔急急忙忙冲进火车站，但他只看到开走了的火车的尾灯。车站服务人员漠不关心地问道：您误了火车？ 施姆尔说：不，我把火车吓跑了！,1
1878,你在这里，这是你一天的亮点。,1
1879,这些不是破烂！是我收集的古董！当然，如果你不喜欢的话，你可以扔掉。,1
1880,街心公园里看到很多杏树。 看着青杏高挂枝头，哥哥说打几个下来尝鲜。 只见他一阵助跑，风风火火地冲过去，蹦起来摘了片叶子，然后就跳路边的沟里去了……,1
1881,正如我之前所说，我从不重复自己。,0
1882,如果我再一次听到沉默之夜，我就会开始劫持人质。,0
1883,因圣诞礼物需求量大增，导致货源紧缺仓库无货，圣诞老人放假休息。,1
1884,王教授被指控性侵女学生名誉扫地后二次创业竟当选最美环卫工人。,1
1885,拉面店柜台前，女孩正排队等候。 到她时，拉面师傅问：你要粗的还是细的？ 女孩答：你拉什么我就吃什么。,1
1886,当我们在那里时，为什么我们唱“带我去参加球赛”？,0
1887,潘长江女儿潘阳大婚，女婿武石磊身家上亿。 神评论：恭贺潘家武家再次喜结连理。,1
1888,我曾经是一个精神分裂症患者，直到他们治愈了我，现在我只是孤独。,1
1889,不要让你的医生成为你的继承人。,1
1890,如果你把金鱼放在黑暗的房间里，它最终会变白。,0
1891,不要*尝试使用吹风机。你不妨使用吸尘器。,0
1892,小利斯神说，阻碍你前进的不是远方的高山，而是你眼中的一粒沙子。,1
1893,两小无猜的一对，一天小男孩站着拉尿小女孩看见了，跑回家问：妈妈她怎么没有那个方便？ 妈妈：等你长大了要多少那个有多少那个。,1
1894,我问你怎么看出有钱没钱啊。她说“使用iphone客户端上猫扑的就是有钱人啊。”……,1
1895,同学去找老师划重点，老师说：你学医的划什么重点，难道病人找你看病，你给他说你的病不是重点，你回家长个重点再来看。,1
1896,下次你给律师喝一杯，给他喝冰。,0
1897,彼尔知道初诊要三元钱，而复诊只要一元。 于是他走进诊所，对医生说道：“我又来了。” 医生给他看了一下，说，“就吃上次开的药吧。”,1
1898,我曾经是精神分裂症，但现在我们没事。,1
1899,如果你能看到这一点，你就不会失明，这是一个非常好的开始。,1
1900,出生富裕是一场意外; 致富致富是一个奇迹。,1
1901,观光旅游，旅游观光； 不去想去，去了就伤； 上车睡觉，下车尿尿； 到了景点就拍照，看见东西就想要； 提供吃住瞎胡闹，回来啥也不知道。,1
1902,“那么，凶手是如何让妻子死于过度肥胖引起的心肌梗塞的？”法医问探长。 “很简单，”探长说，“凶手对受害者说，我觉得你吃东西的样子特别可爱。”,1
1903,如果有钱也是一种错，那我情愿一错再错。,1
1904,如果她有一个无聊的重复工作，低薪，这是剥削。,0
1905,切勿用眼镜击打男子，用拳头击打他。,1
1906,我只是想复仇。那是错的吗？,0
1907,走别人的路，让别人无路可走。,1
1908,有一天，我打电话给我当地的比萨饼送货公司，并要求一个薄而硬的至尊。,1
1909,只要人们接受废话，分配它就可以获得经济利益。,0
1910,既然你的父母离婚了，你想和你的木乃伊一起生活吗？,0
1911,有关于添加到此页面的酷东西的任何想法？,0
1912,小孩成绩差。考前，妈妈就带他到孔庙求孔圣人开蒙。几天过后，成绩表发下来了，英文还是不及格。 妈妈若有所悟地说：“这也难怪，孔夫子不懂英文。”,1
1913,期末考试，大伙都做了小抄。 一屌丝到考场后挑位子。挑了一个很凉快的地。 考完悲催的说，老师也觉得那个地方凉快。 一场考试下来都没动过。,1
1914,在61到70岁之间，一个女人就像蒙古一样，拥有辉煌的一切，征服过去，但唉，没有前途。,1
1915,它只是直接下雨。上帝不做窗户。,1
1916,阿呆入伍前体检，发现肩膀有毛病，双臂无法举过头顶。 体检医生束手无策，遂与院长商量。 院长想了想说：“体检通过吧，这样的人不用担心他举手投降啊。”,1
1917,婚姻不是一个字，它是一句话 - 一句生命的句子！,0
1918,在存车场，一个小偷偷了一辆自行车正要离开时，忽然一只大手抓住了他。小偷吓得出了一身冷汗，就听一声大吼：交存车费~!!,1
1919,我需要一些鸭带。我的鸭子有庸医。,0
1920,5楼的电梯按钮出现故障。按1和4。,1
1921,一日，老师在课堂上教偶认字----帅。偶百思不得其解，正在这时，同桌MM递来一面镜子，偶照之，顿时恍然大悟……,1
1922,在屁股踢比赛中，你和单腿男人一样有用。,1
1923,布莱斯 - 很有趣，会让你发笑，你会在一周内杀死他。,0
1924,你跟谁俩整那表情呢。我欠你贷款要到期了还是怎么的。,1
1925,解剖学是每个人都有的东西，它对女孩来说看起来更好。,0
1926,某山区小村终于通电了！家家户户装上了电灯。张三兴奋地把电闸合上，又把开关打开，可电灯却没亮，正在诧异，其妻忙解释道：别急，电还没流到咱们家呢！,1
1927,你在不理我，我就成包子了，而且是天津最出名的那个。,1
1928,思考 - 它可以在计算机关闭时为您提供一些操作。,1
1929,您好，您的寒假余额已不足，请到前台续费。,1
1930,我床上不知道的是谁媳妇，我媳妇不知道在谁的床上！,1
1931,钞票不是万能的，有时还需要信用卡。,1
1932,一个人一辈子成功不成功就看追悼会了。,1
1933,上英语课，老师问：“知识是什么？” 全班人回答：“knowledge ！” 就我一个特么特大声的说：“力量！！！”,1
1934,以前上大学一次英语六级考试，有一人才作弊被监考老师发现。 老师走过他旁边，留下一句话：“这个我就不抓了，正确率太低了！” 那位同学凌乱中……,1
1935,世上只有妈妈好，爸爸也不错。,1
1936,面对油价贵，房价高，交友难，宅是最低的消费水平。,1
1937,一哥们儿，做会计业务总是不平账，耽误同事下班时间。一日同事基本搞定，但其美元还未平，这哥们儿不慌不忙大唱：哪里有不平哪有我，哪里有不平哪有我……,1
1938,你怎么能证明你对那些人不是很疯狂？,0
1939,护士：喂，您是教授吗？告诉您一个好消息，您做爸爸啦！就在刚才！ 教授：噢，请您先不要告诉我妻子，我要让她大吃一惊！,1
1940,无论程序的大小如何，您都没有足够的硬盘空间来安装它。,0
1941,儿子：“妈妈，吸尘器是用来干什么的？” 妈妈：“当然是用来吸不干净的东西。” 儿子：“那用来吸头屑，不就可以节约洗发水了吗？ ”,1
1942,淘宝上有一件衣服10个差评1个好评， 好评是：“帮同学买的，她穿的很难看，我很满意。”,1
1943,“妈妈，我不想结婚了，那个人是个无神论者，既不信上帝，也不信天堂和地狱。” “别担心，好孩子，只要一结婚，他就会马上知道世上有地狱存在。”,1
1944,定义：语言 - 组织和定义语法错误的系统。,0
1945,最近的一项调查显示，喜欢骆驼的十分之九的男性已经转回女性。,1
1946,为什么在假期期间只考虑有需要的人？在一年中的其余时间里，他们不是一样贫穷吗？,1
1947,我的酒精系统中的血液太多了。,0
1948,经理：你对领导有什么意见？ 职员：不好说。 经理：尽管说。 职员：不说好。 经理：不必顾虑，尽管说。 职员：说不好。,1
1949,亲爱的美国国税局：我想取消订阅。请从您的邮件列表中删除我的名字。,1
1950,老婆：“你为什么总是说我傻？” 老公：“男人都喜欢说自己喜欢的女人傻。” “为什么？” “找到同类了，高兴呗。”,1
1951,深夜…… 母亲：你这死丫头，才15岁就搞对象，整天不回家，连你母亲30岁生日你也不来！！！,1
1952,男：亲爱的，你多大呀？ 女：我最讨厌你问这个。 男：为什么？ 女：没有什么！犹如我问你钱包里有多少钱一样！,1
1953,"""我要退房"" ""为什么?"" 旅客说:""因为我看到窗外的雨已经停了,可是房间里面还在下""",1
1954,如果危险只是一步之遥，那么安全就会消失。,0
1955,废话可能会让你登顶，但它不会让你在那里。,0
1956,天哪！我的衣服又瘦了。,1
1957,每个人都认为我是精神病......除了我在地球深处的朋友。,1
1958,卡茨定律：当所有其他可能性都已用尽时，男人和女人将会理性行事。,1
1959,因工作热情而被解雇的老板很少被他的老板解雇。,1
1960,这么热的天，在大晚上给室友盖上被子神马的真不算龌龊， 我在上床的时候发现席子真的好烫，你们知道为什么吗？ 谁把我电热毯插上了？！！,1
1961,您的管理费用和警笛只会在追捕过程中失败。,0
1962,一个特大号的水床可以容纳足够的水来填充4英尺深的2000平方英尺的房子。,1
1963,今天听到一个朋友说：“今天走在学校里听到一黑人留学生问： “咱们什么时候放假，重庆太热了，我想回非洲……”,1
1964,我是物流部的，过了年，客户打电话过来查询节前的货物什么时候到，因为过节这几天浑浑噩噩的，我也搞不清楚订单的内容，就顺口问了一句：您是什么东西？,1
1965,如果医生的办公室里充满了毕加索的肖像，那么就不要同意整形手术。,1
1966,普通大学取暖靠暖气，名牌大学取暖靠空调，像我们大学取暖靠一身浩然正气。,1
1967,为了到达大海，河流经常绕过许多障碍物。,1
1968,妻子在大声地读报：法国发生了严重的水灾，损失达几百万法郎。 你看还有这事，丈夫低声说，可你总是说，一切都是酒的过错。,1
1969,我不成熟，没有组织，不负责任，懒惰，还有...但我很有乐趣。,0
1970,玩捉迷藏，哥哥说：“不许跳河里去啊” 我听完，笑的趴到地上，谁没事往河里跳啊。 随后在哥哥的眼神中发现，我很脑残。,1
1971,你说的越多，记住的人越少。,1
1972,出门“打的”，乘电梯上七楼的健身房，然后在跑步机上挥汗如雨。,1
1973,在田纳西州的一条高速公路上签名：当这个标志在水下时，这条路是无法通行的。,1
1974,我想留下一个想法，但我不确定你是否有地方可以放置它。,1
1975,任何足够先进的魔法都与技术难以区分。,0
1976,这年头，有人忙单身，有人忙结束单身。,1
1977,父亲：你刚学了动物学，知道为什么鱼只生活在水中，而不生活在陆地上吗？ 儿子：因为陆上有猫。,1
1978,你终于知道了所有的答案，但没有人愿意问你这些问题。,0
1979,当年是不上大学一辈子受穷，而现在是上了大学马上就受穷。,1
1980,3岁的巴甫利克吃完甜食后，随便擦了擦脸，一会儿，讨厌的苍蝇便围着他飞来飞去了。开始他用小手赶，然后生气地说：苍蝇，这不关你的事。,1
1981,病人：你还记得吗？去年你曾给我看过风湿病，你当时要我避免潮湿。 医生：是啊。现在你要看什么？病人：我想知道，眼下我是否可以洗个澡？,1
1982,金发女郎是如何解释他的直升机是如何坠毁的？,0
1983,虽然你身上喷了古龙水， 但我还是能隐约闻到一股人渣味儿。,1
1984,现在不是盒子里最亮的蜡笔，是吗？,0
1985,这将是一个难忘的月份 - 无论你多么努力忘记。,1
1986,老师：灵灵同学请你用‘糖’字造一个句子。 灵灵：我在喝牛奶。 老师：糖呢？ 灵灵：在牛奶里啊！,1
1987,海鸥经理 - 一位经理人，飞过来，发出很大的声音，对所有事情都嗤之以鼻，然后离开。,1
1988,他们总是告诉你该做什么，而且通常是错的。,1
1989,我知道！我将转录我脑海中的声音之间的对话并发送给你！,1
1990,一位警官追问那位跟踪犯人却让犯人逃走的刑警：为什么会变成这个样子？ 我一直跟踪着犯人，直至他进了一家电影院。可是，这部电影我上星期已看过了。,1
1991,吉姆 - 甜蜜，幻想着爱和感情。,0
1992,处对象就像小便，一上火就黄了。,1
1993,我去了失踪人员局，但没有人在那里。,1
1994,不要问你的国家能为你做些什么，但要问他们要花多少钱。,1
1995,我看上了一个姑娘，但人家是QQ黄钻，而且是7级的。 我觉得我配不上人家，我应该放弃吗？,1
1996,我自言自语地说：“算个账也让人这么挠头，弄钱、弄账的事真麻烦。” 一旁的儿子忙说：“妈妈，给我吧，我不嫌麻烦。”,1
1997,银行经理雇用一斜眼、歪鼻、招风耳的丑八怪做出纳，众人惊。 经理解释：如果他携款潜逃，我们非常容易在通缉令上写明他突出的面貌特征。,1
1998,众神给了人火，他发明了消防车。他们给了他爱，他发明了婚姻。,0
1999,邻居：“昨晚上您又喝醉了吧？” 老王：“你怎么知道？” 邻居：“我家的猫吃了您吐的东西，到现在还没醒过来呢！”,1
2000,我可以不用任何必需品，但我必须有我的奢侈品。,0
2001,人分三六九等，肉有五花三层；没有那些鱼鳖虾蟹，哪有这花花世界。,1
2002,对面的靓妹看过来，看过来，我就吻你。,1
2003,如果幸福是浮云，如果痛苦似星辰。那我的生活真是万里无云，漫天繁星。,1
2004,宣讲十个讲道比讲一个讲道要容易。,1
2005,看到有人填表居然在“职业”一栏写着“人妻”，您写“家庭主妇”什么的不行吗！ 然后凑近了才看清，那是“人事”。,1
2006,如果大脑是炸药你不能吹你的鼻子！,1
2007,使用个人广告约会的人中有35％已经结婚。,1
2008,没有翅膀的苍蝇会被称为散步吗？,0
2009,某日，开车外出，见前面一车车尾两个车贴，左边：新手，老纯了！右边：杀手，老狠了！,1
2010,偶尔会有一个无辜的人被送到立法机关。,1
2011,有些人成功，因为他们注定要注定。但大多数人都是成功的，因为他们决心。,0
2012,长张鞋垫脸，就别怪人踩着。,1
2013,某“汽车配件厂”招牌上的“件”字掉了偏旁成了“牛”，一老农见了嘀咕道：这汽车配牛，至少也该生出个拖拉机吧！,1
2014,您在电脑前花费的时间超过90％用于实际工作。,0
2015,前几天我要自杀了，但我一定不认真，因为我带了一条沙滩巾。,1
2016,在一家小镇暂住，问旅店的服务员，“你们这里有什么特色？” 服务员呆了一下，哼哼唧唧地说：“我们老板…特色…”,1
2017,都说男人有钱就变坏，tmd我都当了二十多年的好人了！,1
2018,如果你要流血至死，请说些诙谐的话。,0
2019,小华暑假无聊，于是来武术馆报名学拳术。 对方：我们拳击班只招男生。女孩子家学拳击，将来谁敢娶你？ 小华：我看谁敢不娶！,1
2020,一个政治家是一个可以掀起波澜，然后让你认为他们是唯一可以拯救这艘船的人。,1
2021,你为什么不找个安静的地方自个儿数数脑细胞儿去？,1
2022,你买了一台电脑，一周后它已经过时了。,1
2023,爸爸带着小儿子气喘吁吁地爬到山顶。 爸爸说：快看哪，我们脚下的一片平原景色多好！ 既然下面的景色好，我们干吗要花三个小时爬到上面来呢？爸爸。,1
2024,警察截住超速行驶的人，拿出罚款通知单，问道：你叫什么名字？ 外国人：我叫撒迪尔斯·里索斯汤姆·迪米特力尔斯·凯利安若宝洛斯。 警察：算啦，以后别再超速行车了。,1
2025,每天都幻想着有一笔横财冲我砸过来，最好把我砸晕。,1
2026,如果素食者只吃蔬菜，那么人道主义者呢？,1
2027,真正好的用户界面都只有一个按钮，比如抽水马桶，比如iPhone。,1
2028,食物越美味，它含有的胆固醇就越多。,1
2029,氦气上升，羽毛下降。纸是静止的。,0
2030,一男同学问女同学：“女生都喜欢什么样的男生啊？” 女同学：“喜欢幽默的男生！” 男同学：“哈哈哈！那我岂不是妻妾成群？” 女同学：“长得幽默不算幽默！”,1
2031,我今天心情不好，只想讲四句话，包括前两句，我的话讲完了。,1
2032,下课大家正外走，忽听身后一哥们叹气道：“今天又白带了……” 众惊愕！ 两秒后又听到一个字：“伞！”,1
2033,素数可以被零整除。这就是为什么他们是最好的数字。,1
2034,最无用的计算机任务是最有趣的事情。,0
2035,我的一个朋友曾经给我发了一张明信片，里面有一张从太空中取出的整个地球的照片。它背面说：“希望你在这里。”,0
2036,新娘：如果我很难改变在娘家时的生活习惯，怎么办？ 新郎：那么就一直保持你的生活习惯吧，你的生活费依然由你父亲支付。,1
2037,你和我妈妈先结婚，然后一起生活。,0
2038,金钱买不到所有东西......但话说再也不能没钱。,1
2039,当您的家人计划在湖边举行派对时，您将在休息日工作。,1
2040,乐观主义者：一个人无所事事，无处可去，幸福。,1
2041,1865年2月是历史上唯一一个没有满月的月份。,0
2042,有人问美国前总统尼克松，在竞选时你从早到晚到处与人握手、微笑，怎能受得了？ 他回答：……你在对他们微笑的时候，心里一直在想踹他们一脚。,1
2043,向后兼容？这意味着我们可以保留所有旧错误。,0
2044,学生A：“又快要期末考试了。” 学生B：“是啊，你说学习就学习呗，还考试， 老师对咱们也太不信任了。”,1
2045,我的妻子说，丈夫和分娩之间的区别在于，一个人可能非常痛苦，有时几乎无法忍受，而另一个人只是生孩子。,0
2046,每次我建造角色，我都会后悔。,0
2047,当你早上开始和你的咖啡机发出相同的噪音时，这很可怕。,1
2048,基督徒并不完美，他们只是被宽恕了！,1
2049,一个产生热情的平庸想法将远远超过激励任何人的好主意。,0
2050,哦，看！猴。他有一顶小帽子和小裤子。,0
2051,家住农村，小时候调皮喜欢爬树。 有次抽风，爬到树上去拉屎。结果拉得全树干都是屎，下不来了。 后来老爸拿梯子来才下去的。,1
2052,如果有人问你感觉如何不回答，他们只是想让你揭示自己的弱点。,0
2053,亚洲三大邪术：韩国整容术，日本化妆术，和中国美图术。,1
2054,马哥十分不解问：你不爱我吗？ 牛妹：爱！ 马哥：为什么？ 牛妹：可牛唇不对马嘴呀！,1
2055,就在你认为自己赢得了老鼠赛跑的时候，就会有更快的老鼠。,1
2056,每个人都有一个绝对不行的计划。,0
2057,--为什么在攻打伊拉克问题上，美英两国总是意见一致？ --因为美国总统布什和英国首相布莱尔是一家人，他们都姓布。,1
2058,我不确定，雅各布......关于紧急刹车的事情......,0
2059,上机考试，先在备考区等，再经过一扇大玻璃门进考区。我考完后，在门口摸了良久，就是摸不到玻璃，旁边好心老师提醒我：“同学，门是开着的。” ……,1
2060,迟到的琼斯先生问他的邻座：请问，现在台上演奏的是什么曲子？邻座说：贝多芬的第九交响乐！ 琼斯先生十分懊丧地说：唉！真不该来晚了，瞧！错过了八个！,1
2061,生活不是林黛玉，不会因为忧伤而风情万种。,1
2062,中午办公室聚餐。吃完饭后大家闲聊，主任掏出一根火柴，同事小孙见了立刻拿出自己的打火机递了过去。 主任皱着眉头说：“你要我拿打火机剔牙吗？”,1
2063,如果一只熊在树林里放屁，树木会听到吗？,0
2064,任何说他能透过女人看到的男人肯定会失踪很多。,0
2065,几个人对对联，一人出：“横批：天蓬元帅，上联：在上是帅，猜下联。” 其中一个人不假思索脱口而出：“在下是猪。”,1
2066,穿羊皮衣服的狼需要专业的帮助。,1
2067,我抱着三岁的女儿晚上在公园散步，林荫中有一对恋人在拥抱亲吻。 女儿看了一会儿，侧过头肯定地对我说：“妈妈，他们肯定在偷吃什么好东西。”,1
2068,当冷冻干燥时，所有食物都具有均匀的味道，质地和颜色。,0
2069,不要嫁给网球运动员 - 爱对他们没有任何意义。,0
2070,这天我买了件新衣服，想臭美一下，便问两岁半的儿子：“宝贝，妈妈漂亮不？” 儿子答曰：“妈妈不漂亮，奶奶漂亮！”,1
2071,这次考试考得很不错啊，只挂了两科，文科和理科。,1
2072,有没有注意到那些花钱买啤酒，香烟和彩票的人总是抱怨被打破而感觉不舒服？,0
2073,在一个充满女性的世界里，你就是男人！,0
2074,今天早上我过马路时没有注意看两边的车。一辆汽车尖叫一声，而后在我面前刹住。开车的先生甜甜一笑，说：我是为了动物而刹车的－－你这蠢驴！,1
2075,如果你不喜欢自己出生的方式，那就试试重生吧。,1
2076,在外面，男子汉大丈夫。在家里，男子汉大豆腐！,1
2077,有一天我遇见了过去的自己，我一定一巴掌扇上去，----你真的做的太多错事了。,1
2078,发令枪一响，选手们纷纷倒地血流不止。,1
2079,教师：你刚上半年高中，为什么就要退学呢？ 学生：因为考虑到我现在的学历，已经超过了华罗庚先生，用不着再上学了。,1
2080,头脑就像一个降落伞，它在打开时效果更好。,1
2081,如果痛苦带来智慧，我希望不那么聪明。,1
2082,每个人都会犯错误。如果他们没有，我们都是单身！,1
2083,我的邻居问他是否可以使用我的割草机，我告诉他当然可以，只要他没有把它从我的花园里拿出来。,0
2084,如果你想要一只小猫，就要开始要一匹马。,1
2085,课堂上，牙医学老师问一位同学：人体口腔最后出现的是什么牙齿？ 同学回答：是假牙！老师。,1
2086,如果你做得太好，你就会陷入困境。,0
2087,受访者尽管没有相关知识或经验，但在被告知起薪时终止面谈。,0
2088,如果你能读懂这个，请翻转我。 。 。,0
2089,嫦娥裸奔追我三公里，我回头看一眼就算我流氓。,1
2090,初中一语文老师，讲课时口水乱飞。 一日讲课，讲到激昂的时候，前排同学竟然说看到了彩虹。,1
2091,我去医院看病，来到妇科，悄悄地大夫跟说：“我问一个难以启齿的问题。” 医生马上说：“你问错了医生，应该去牙科。”,1
2092,一个人一般有两个理由做事。一个听起来不错，一个真实的。,0
2093,一篇介绍老师的外貌。应该是“老师有一张瓜子脸”，偶写成“老师有一张爪子脸”。我们语文老师差点没疯掉。,1
2094,领导严厉的批评我：“你和傻瓜就差一步的距离！” 我赶紧向前一步迈到领导面前，说：“领导您说的太对了！”,1
2095,孔子说......露营的女士必须提防恶意。,0
