id,joke
309,顾客：你们的意见本在哪儿？我想提意见。 服务员：是表扬还是批评？ 顾客：是写批评意见。 服务员：那好，我们这里代卖信纸，一毛一张。
310,说到动情之处，40岁的语文大妈愤怒地拍台大声说道：“你们人类啊!就不知道保护环境!!” 全班石化……
311,成功是一个相对的术语！它带来了这么多亲戚！
312,一觉醒来，天都黑了。
313,幸好爱情不是一切，幸好一切都不是爱情。
314,那些都是很好很好的，只是我不喜欢
315,“谁喜欢音乐？向前三步走！”老师说，六名女生争先走出队伍，老师满意地看了看。 然后说：“很好，现在请你们把这架钢琴搬到六楼上去。”
316,直播：了解过去; 帮助现在; 触动未来。
317,如果无知是幸福 - 那么你必须是高潮！
318,你不是天生的幸福，你必须为自己做。
319,分手时别和我说我们不合适，我他妈火星人啊和地球不合适。
320,妄想症：害怕你的猫是出类拔萃的。
321,无论你认为你能做到，还是做不到，你通常是对的。
322,你怎么称呼一个像男人一样工作的女人？
323,你不能通过走路来重置人类的闹钟。
324,最好是日复一日地生活，因为明天你可能不在这里。
325,新老师来我们学校实习，第一堂非常紧张，首先做了个自我介绍，同学们好！我是你们的新老师，我姓张，大家以后叫我王老师好了……
326,妈妈说：“我连你都不想养，你还养宠物呢！” 女儿不甘示弱，反击道：“要不是你亲生的，我早离家出走了。。。”
327,夜深了，孩子睡觉时哭了起来。父亲决定唱一段催眠曲哄他。结果刚唱了几句，隔壁就传来抗议声：还是让孩子哭吧！
328,在课堂上，某老师说，小时候，妈妈经常跟我说天使的故事。 一位同学说，老师，你家就那么喜欢屎啊，还把屎说到天上去了。
329,‍　　一天，老师对同学们说：“如果你是皇帝，我是丞相，你会对我说些什么？” 就在这时，小明站起来怒吼‍道：“拖出去砍了！”
330,一客户存钱，柜员问：“您是存定期吗？” 他立即扭头问妻子：“我们要定期还是死期？” 妻子答：“先死三年吧！” 强忍不敢笑。
331,一蚊子进城，饿极。见一小姐双乳高耸，遂一头扎入猛咬，结果满嘴全是硅胶，于是仰天长叹：“唉，食品安全太成问题了！上哪找放心奶啊？”
332,这些是我的原则，如果你不喜欢它们......好吧，我有其他人。
333,再过几天就是情人节了，女朋友晚上突然发来信息 问：“情人节你打算怎么过呀？” 我答：“当然是一笑而过。”
334,钱对存折埋怨道：“我们都谈了这么多年了，你怎么还不娶我呢？” 存折语重心长地说道：“我如果娶了你，你就不是我的了。”
335,只要能让我活一千年我宁愿当王八。
336,法官问被告：你确定自己没说谎吗？ 被告：您指的是什么意思？ 法官弄不懂的是：你告诉我你只有一个哥哥，可为何你妹妹说她有两个哥哥？
337,时间就是精饲料，让许多人瘦子的脸变成了月佥，腰变成了月要，腿变成了月退，肚变成了月土，只是胸还是胸。
338,快速关闭电脑，务必告诉你的妈妈！
339,我想要对我的炉子进行一些修理，因为它已经适得其反并将我的旋钮烧掉了。
340,有一天宿舍老三不愿到食堂排队打饭，等到老二回来就问食堂的队伍长吗？ 不长，但很粗。
341,坐在电影院里，等了半天也没开始。于是有人高声问：怎么还不开始，遥控器在谁那儿呢？！
342,我讨厌这个国家，所有那些走动的动物都没有煮熟。
343,你配几把？配锁师傅问。
344,随着年龄的增长，我对男人说的话不太关注。我只是看他们做了什么。
345,任何不受理性影响的人都没有什么是不可能的。
346,我不敏感或幼稚，不足以在政治上正确。
347,一个没有犯错误的人通常什么都不做。
348,小学一年级的时候，同学姓王。 我：你爸爸肯定姓王。 同学大吃一惊：你怎么知道的？
349,写小说有三条规则。不幸的是，没有人知道它们是什么。
350,一些世界上最伟大的壮举是由不够聪明的人知道他们是不可能完成的。
351,当我转过身时，人们会给我一个欢迎回来的派对。
352,双关语的美妙之处在于“Oy！” 旁观者。
353,老师：两点之间直线最短是不用证明的。10米外放根骨头，狗肯定笔直跑过去。狗都知道的道理还要证明吗？
354,朋友说起他去中央音乐学院找某大师的一次经历。他说大师还请教了他三个问题：“你是谁？”，“你怎么进来的？”，“你怎么还不走？”。
355,伊拉克自杀性炸弹训练营的教官，对新进入营培训的小伙子说道：“各位，注意一下，这玩意我只演示一次！”
356,为什么'忽视'和'监督'意味着相反的事情？
357,宿舍大姐问照着镜子问众姐妹：我是不是长得很显老了？ 小妹说：没有显老，就是长得太着急了些……
358,我越来越担心生活中没有足够的焦虑。
359,我们去哪？这个手提篮有什么用？
360,老板说：“真不凑巧，昨晚来的强盗把钱都拿走了。” 强盗：“你这窝囊废，为什么不关紧门？！”
361,"想做一条鱼游在工作的水中,可做不好,于是变成了水煮鱼。"
362,你比微积分的基本定理更让我着迷。
363,昨天，系花对我笑了一下，乐得我晚上直数羊，一只羊，两只羊，三只羊......
364,青春就像卫生纸。看着挺多的，用着用着就不够了。
365,门门功课都得a，不如人家一对c。
366,口腔温度计和直肠温度计之间的区别在于味道。
367,让那只猫从袋子里拿出来比把它放回去要容易得多。
368,有些人爬上了成功的阶梯。我的老板走在它下面。
369,如果你有一群小丑，你将会有一个马戏团。
370,低调，才是最NB的炫耀。
371,上班了第一次看见老板心里很紧张，同事介绍说这个就是老板。 我上前握手说道；老表好！ ……汗死
372,妻子：你把我的信寄了么？ 丈夫：好像是寄了。你不信，不妨在我袋内找找。 妻子：多谢！我忘了，还没有把信交给你啊。
373,两情侣吵架，男的解释：“我只是打了一个比方……” 女孩挖苦：“哎哟，你放过那些比方吧，别打他们了！”
374,猫是由物质+反物质+它无关紧要组成的。
375,老爸说：“你们现在的答题卡怎么像彩票一样？？” 儿子答：“其实性质差不多。~”
376,亲爱的，妻子对丈夫说，我买了一块丝料，准备给你做条领带。 你真好！不过干嘛要买这么多呀？ 剩下的那部分我想给自己做条连衣裙！
377,我长这么高，老实说我很自卑，每次自卑时我就安慰自己，还好我胖，不显个儿。
378,我宣誓效忠于地球，一个星球，众多神灵，以及她旋转的宇宙。
379,加入裸体主义者的殖民地，必须出售洗衣烘干机 -  300美元。
380,小时候一直以为奸夫淫妇是一个褒义词，以为是金夫银妇。 爸妈过结婚纪念日，我说：爸妈，祝你们这对奸夫淫妇和睦一辈子！ 后来……
381,在医学课堂上男学生问：我要如何才能打动你的心？ 女学生：老师不是教过了吗？要用电击。
382,老程序员永远不会死，他们只是失去了记忆！
383,史上最雷人的分手理由，因为你是qq会员，我觉得我配不上你。
384,忘记一切，因为有一天一切都会忘记你。
385,在生命的牧场上，不要成为一个喜鹊。
386,为什么你有一双“裤子”而且只有一件文胸？
387,我有一个十八岁的身体。我把它放在冰箱里。
388,甲：小吴人挺厚道的，怎么一直没有女朋友？ 乙：你看小吴那长相，还有他那收入，典型的绝缘材料！你就是把他扔进女儿国，也没有姑娘愿意和他来电！
389,挑剔：不仅仅是一种爱好，它还是一种生活方式！
390,甲：“我老婆真他妈不像话！扔下一大堆衣服让我妈洗！” 乙：“那你干什么去了？” 甲：“我实在不忍看我妈受累！到你这散散心！”
391,人头攒动的街头，总会有一个发传单的人拨开人群，目光坚定，心无旁骛地单单只朝我走来，微笑着递给我一张别人都得不到的传单：减肥广告！
392,有位朋友，妻子姓皮，丈夫姓毛，我们开玩笑称“皮毛家庭”。 问他们家里谁做主，妻子答：这还用问，皮之不存，毛将焉附？
393,史上最短的战争是在1896年桑给巴尔和英格兰之间。桑给巴尔在38分钟后投降。
394,在校大学生领结婚证可以加三个学分，都不知道是什么原因。 某位学姐说：“国家级证书当然加学分了！”
395,我不是单身，我是浪漫的挑战。
396,我们的品格将决定我们永恒的命运。
397,老师：汤姆，你从星期一到星期天，每天都逃学，哪一天你才喜欢学校，不逃学呢？ 汤姆：星期天。
398,给大家解释一下孙笑川之所以打奶奶是因为奶奶先叫他孙子的这谁忍得了。
399,无论在哪里，我都会与邪恶作斗争！除了在黑暗，可怕的地方......
400,爱情就是犯贱，而且还是一次又一次的犯贱。什么时候你不犯贱了，女人就来了！
401,我喜欢截止日期，尤其是他们飞过时的嘶嘶声。
402,孔雀拼命开屏，却露出屁眼！
403,成人不自在，自在不成人。
404,汤姆热情地说，吃铀让我觉得好笑。
405,一个最容易开玩笑的地方，但很可能被认真对待。
406,十年后，法院第二次判杀人犯死刑。
407,儿子随妈妈去乡下外婆家，看到外婆家的猪嘴角挂满沫，儿子奇怪地问：“妈妈，怎么那猪刷完牙不洗脸呀？”
408,成功专家有日在演讲台上说：把每一天都当成生命末日般去努力，一定会成功的。听众：才不要，那天天说的话岂不都是遗言了呢！
409,如果我一辈子都活了下来，我觉得我没有力量。
410,老公感慨的对老婆说：“这么多年了，我们这个家，没有人可以替代你！” 老婆怒问道：“老实交待，这么多年，你找了多少人准备替代我。”
411,缺席就是爱风是什么风; 它熄灭了小，它使伟大的。
412,没有性行为的补救措施......除了更多的性行为。
413,我可能有自己的缺点，但错误不是其中之一。
414,一天国文课，老师要同学解释成语的意思。 老师：厚古薄今是什么意思？ 小星举手答道：古代的女孩子想的是衣服要穿越多越好，现在的女孩子想的是衣服要穿越少越好。
415,那天我一边吃冰淇淋一边骑自‍行车骑着骑着，突然感觉冰淇淋融化了滴了一滴在手上，哥毫不犹豫的舔了一下。 尼玛是鸟屎。
416,给一个人一条鱼，你会喂他一天。教一个人钓鱼，他会买一顶搞笑的帽子。
417,我爸爸是个工作狂。每次有人提到工作，他都喝醉了。
418,妻子心血来潮，照照镜子， 发现自己的脸竟是那样难看， 不禁放声大哭。 坐在一旁观察已久的丈夫说： “你偶尔照一次镜子就那么伤心， 那我天天看着你又该怎么办？”
419,鸡：你出生前和死后只吃的动物。
420,某日某BBS求职版有一职： 征打字工读生，只要做简单键盘输入即可。 一人回应：我想应征，请将原稿E-MAIL给我。
421,红杏不出墙，坚决拽出来。
422,晚上想想千条路，早上起来走原路。
423,我想我正处于那个尴尬的年龄。对于医疗保险来说太年轻了，对于男人来说太老了。
424,一旦你认识到我是对的，我真的很容易相处。
425,我是银行出纳员。那是一个很棒的工作。我每周带回家45万美元。
426,老鼠：我兄弟结婚了。 狗：你兄弟是谁？ 老鼠道：狮子啊！ 狗：狮子怎么会是你的兄弟？ 老鼠：其实我没结婚以前也是一只勇猛的狮子！
427,当你达到了解你的计算机的程度时，它可能已经过时了。
428,一天，蚊子夫妇去厕所吃晚餐。 蚊子丈夫吃的正兴起时，妻子抱怨到：“为什么晚饭总吃大粪啊~~~。” “吃饭的时候不许谈论这么恶心的话题！！！”
429,某高校院系调整圆满完成，各系无论大小纷纷挂牌以学院。总结大会上校长慷慨呈辞道：从今以后，我们学校就没系(戏)了。 台下掌声四起。
430,我认识这个在海洋世界工作的人; 但我不认为这是在海豚身上......
431,你跟他还有救吗？ 电话上的一个按键。 是‘重拨’吗？ 不，是‘免提’！
432,课程安排旨在让每个学生在课间浪费最多时间。
433,当你在当地便利店的人说英语时，你知道你住在一个小镇上。
434,他太老了，当上帝说有光明时，他就是那个击中开关的人。
435,阿强：“今天数学差6分就及格了，你咧？”阿明：“我也差6分就及格了。”阿强：“你也54分？”阿明：“不…我0分。”
436,我从另一个方向与一辆固定卡车相撞。
437,你又要去听音乐会吗？丈夫惊诧地问，要知道，今天演奏的仍然是昨天的节目！ 我知道。太太说：可今天我穿的不是昨天那件连衣裙呀。
438,一位妇人带她的狗去理发。当被告知要40美元时，她十分震惊。 我理发也只要9美元！她轻蔑地说。 但你不咬人吧？理发师很快地回答。
439,男士喜欢具有多种功能的手表。我的丈夫有一个组合地址簿，望远镜和钢琴。
440,比尔误把一瓶汽油当酒喝到肚子里了，他很紧张，就去找医生。 医生说：没关系，只是在一周内不要吸烟。
441,他非常自负地走在情人巷里，握着自己的手。
442,职工：你有没有搞错？60个工人，而班车的座位只有40个。 经理：只有这样，你们才肯提前上班。
443,今天坐公交车看到一群老年人拿着老人免费卡坐了一站路就下车， 这一站路还是小站。我想说老年人有这么脆弱么？ 还有力气上公交的不至于这点路都走不动吧！
444,小明做梦发短信：“枯藤老树黑鸦，可乐皮鞋千家，世风日下，天堂：让我来吧！” 不一会，手机那头回复了八个字：“门票很贵，人多排队！”
445,一个人发贴：刚和哥哥打架了，他在客厅里，我在厨房里，厨房有刀，我要怎么办？ 雷人回复：削个苹果给哥哥吃，告诉他别生气了！
446,如果您必须在航班上工作，只要您触摸笔到纸张就会遇到湍流。
447,偏见使敌人 - 宽容成为朋友。
448,有天走在路上，看到路边新种的一颗颗树苗都用三脚架支撑着，随即问同行的老公：“为什么新种的树苗都要用支撑架呢？” 老公说：“因为新树不正。”
449,如果早上来的晚一些，我想我会喜欢早上的。
450,有句话是这样说的： 喜欢她就应该喜欢她的全部。 我想我做到了这一点， 因为我觉得我已经渐渐喜 欢上了她的男朋友。
451,现在真的好人难做啊， 刚我在酒店好心好意招呼旁边酒桌的客人： 哈哈哈大家都开心点尽情吃别客气哈！ 这顿我请客别跟我抢……＂ 结果不一会就被死者家属轰出了丧礼的酒席。
452,我不是器官捐赠者，但我曾经给救世军送过一架旧钢琴。
453,教授收到台下传来的一张纸条，上面写着“王八蛋”三个字。 他愣了一下，然后微笑着说：“哪位同学写了名字却忘了问问题？”
454,即使没有危机，英国也有保持冷静的声誉。
455,爱是一个女人与另一个女人不同的错觉。
456,装比卖老，一刀放倒。
457,当其他人在没有你帮助的情况下发现你的优点时，它会更令人印象深
458,我经常和自己说话。然而，它让人烦恼，因为我使用扩音器。
459,一老师面对一群恨铁不成钢的学生叱怒道：我这么呕心沥血地教你们为了什么？啊？ 角落一学生悠悠地说：不就是为了那点钱嘛。
460,我工作时不小心打开了窗户。那人回答。 啊，这犯了哪门子的法？大伙惊呼。 我在潜艇上工作的。那人又说。
461,保持美丽美丽 - 吞下你的啤酒罐。
462,为什么流量最慢的时间被称为高峰时段？
463,花点时间闻一闻玫瑰，最后你会吸一只蜜蜂。
464,你准备的商业计划必须是谎言，但它必须是一个详细而准确的谎言，而不是模糊和一般的谎言。
465,我不再吸毒了，因为我发现我只是站得很快就能得到同样的效果。
466,如果连体双胞胎参加体育运动，他们会算作一两个球员吗？
467,我高考的时候就是有人一直在放屁，煎熬死了。
468,写作培训班的老师要学员写一篇鲜为人知的文章，并启发学员说：别人闻所未闻的都属于鲜为人知的。 第二天，有位学员兴冲冲交上作业，标题是----《咱爸咱妈恋爱秘史》
469,委屈的丈夫对太太说：“我的家里有两辆汽车、两台电视、两个浴室，为什么不能有两种意见呢？” “好啊，那我们也准备两张床吧！” 丈夫：……
470,工作的最高境界就是看着别人上班，领着别人的工资。
471,给我一杯啤酒！我像一只死的野狗一样干燥......
472,我每小时跑70英里，被一名警察拦住，警察说：“你知道速度限制是每小时55英里吗？” “是的，军官，但我不会那么久......”
473,数学课上，教师对一位学生说：你怎么连减法都不会？例如，你家里有十个苹果，被你吃了四个，结果是多少呢？ 这个学生沮丧地说道：结果是挨了十下屁股！
474,计算机程序员永远不会死，他们只是迷失在处理过程中。
475,老虎不发猫，你当我是病危呀！
476,一个星期后，男子回来说：“给我200只小鸡。” 合作社的人遵守。
477,拉着自己......懒洋洋地......痛苦地......趴在凳子上。
478,上帝和一个谦虚的法国人之间有什么区别？没有，在这两种情况下我们希望它存在！
479,高中的代数老师：说话不许出声音。
480,教授：你少上一节课，知道错过什么吗？ 学生：您的口水。
481,孩子把玩具当朋友，成人把朋友当玩具。
482,我问爷爷当年怎么和奶奶认识的。 爷爷低头沉思一会说：一个瞎子介绍的……
483,猴子对黑猩猩说：“人家都买房了，你怎么也不跟潮流？” 黑猩猩：“（双手拍胸脯）哥啥房都没有，只有两个乳房。”
484,早上一屁股坐马桶上，我才知道：冬天已经来了。
485,美国国税局：我们已经拥有了你所拥有的东西。
486,分类广告：出售：男士西装，完美贴合。
487,这简直是胡闹！导演对一演员生气地喊，在这一幕里，你临死之前怎么能突然放声大笑呢？ 就凭我每月这工资，演员回答，死是我最美好的归宿啊。
488,当我们的父亲聚在一起时，无论主题是什么，每个人都是专家。
489,有一种安静，叫做老班来了。
490,"从外面买了一份刀削面,用塑料袋拎回来。推门而入,哥顺手把它扔到床上去了。今晚没地方睡了。"
491,青春期是孩子们因为知道所有答案而停止提问的年龄。
492,如果你喜欢汉森，请按喇叭三次然后碰到一棵树。
493,听说眉毛剃了会变的更粗，头发剃了会变得黑硬，我有一个大胆的想法
494,我一次断了一条腿......全都洒了咖啡。
495,曾几何时，有一只不合格的麻雀决定不向南飞去过冬。
496,哥哥躺在海滩上享受日光浴，弟弟在一旁玩得满身满脸都是泥沙。 哥哥嘲笑地说：“这就叫‘君子坦荡荡，小人脏兮兮’。”
497,他的人会随便跟随他，但只是出于好奇。
498,信仰体系越荒谬，其成功的概率就越高。
499,封闭的心灵就像一本封闭的书;只是一块木头。
500,为什么他们以10件装和10件包装出售热狗呢？
501,如果你撒谎，不要相信它只欺骗另一个人。
502,每个论点都有两个方面，除非一个人亲自参与，在这种情况下只有一个。
503,她问我：“妈妈，什么是继母啊？” 我说就是后妈。 看了一会女儿眼含热泪的对我说：“妈妈，这后妈怎么比你还坏啊。”
504,人家喝的水是纯净的，我喝的水是自来的。
505,生命是溜溜球，人类不断在绳子里打结。
506,当用锤头锤击中头部时，猫几乎总是眨眼。
507,无所畏惧的人是有福的，因为他永远不会失望。
508,任何足够先进的错误都与功能无法区分。
509,这就是我为了好玩而做的事。你能想象我的工作吗？
510,妻子：喂，听说男人们秃顶，是因为用脑过度，是这样吗？ 丈夫：是呀！女人不长胡子，正是因为整天喋喋不休，下鄂运动过度的缘故。
511,小明的爸爸对小明说：今天你要是乖乖的，爸爸就带你去集市上，看别人吃糖。
512,如果某些东西是保密的，它将被留在复印机中。
513,老公喝多了，回来奔厕所就吐。 我心疼地问：“怎么了？” 老公不脸不正经地说：“可能是怀孕了。”
514,“要死就死在老婆手里！”公螳螂说道。
515,我毕业时带着4.0 ...血液酒精含量。
516,你不需要用装饰的词语来表达你的意思。说得清楚，为呼吸节省一些气息。
517,你早早出现在面包店，以利用热轧卷。
518,我要说你是个二愣子，我都是表扬你。
519,我去看了一位精神病医生：他说告诉我一切。我做了，现在他正在做我的行为！
520,某校园论坛上有人问“学校用蟑螂香灭蟑螂后，怎么蟑螂出没得更频繁了呢，以前都没怎么看见的。” 某学生跟帖回答：“你家人不见了 你不着急吗？”
521,事实就像冰水一样，当它击中你时会震惊你，但没有人会因此而死。
522,他用一幅画打消了我的疑虑：美丽的大漠长烟，夕阳山外山，他牵着我的手共赴旅途。
523,生孩子就像是被鸡啄死了......
524,继续环顾四周; 总有一些你错过的东西。
525,女：“只要有钱，我嫁给谁都行。” 男：“银行的保险柜你嫁吗？”
526,大学宿舍的墙壁上贴着这样一条通告：1、不要在宿舍楼下烧烤！2、不要往宿舍楼下泼水！注：如泼水，先看楼下有无烧烤！
527,朋友签名：“我不说，你不懂。这就是我们之间的距离。”多诗意的一句话啊！ 底下有人评论：“这正在上演一个哑巴和一个白痴的爱情故事。”
528,化学老师因为大家成绩不好大怒：“看看你们考的这分，真是让人上火！” 后面阴暗的角落接道：“怕上火喝王老吉。”
529,上帝给了我们时间，以便一切都不会同时发生。
530,一个死刑犯问刑警：现在几点了？ 刑警喝斥道：死到临头了，还问时间干什么！ 犯人说：这可是我的终生大事，记住这个时间对我来说非常重要。
531,我已经了解到，无论一开始关系多么火热和热情，激情都会消退，最好有很多钱取代它。
532,我听到脑海里的声音说不出我的语言。
533,在比赛结束时，国王和棋子进入同一个包里。
534,男：“我今天很不顺利，看见漂亮女生微笑，会让我心情好一点，你可以为我笑一下吗？” 女：“你想让我今天也不顺利吗？”
535,女儿：daddy，如果地上有一张五块和一张十块，你会拿哪一张呢？ 爸爸：宝宝，当然拿十块的啦！ 女儿：爸爸，你好笨啊，你不会两张都拿吗？
536,病人从手术室逃出来找院长：“护士说不要害怕，镇定点，手术很简单。” 院长：“这话不对吗？” 病人：“可她是对医生讲的！”
537,怎么了？你现在经历了什么无意义的自我创伤心理创伤？
538,计算时，无论发生什么，表现得像是意味着它发生。
539,姑：嫂子，你看我找对象是找没有婆婆的好呢，还是找没有嫂子的好？ 嫂：最好是找没有小姑子的！
540,然后果然有一个客人让老板开门，我爸妈都不去，然后我默默的去拿了钥匙。 让你们骂！不说了，我得敢紧溜了。
541,甚至啄木鸟的成功归功于他使用他的头部。
542,丈夫：我说，这毛线结实不？ 当售货员的妻子：你没长眼睛，不会自己看！ 丈夫：你这是怎么啦？ 妻子：哎呀，错了！我还以为我在上班呢！
543,有四种凶杀案：重罪，可憎，有道理，值得称赞。
544,在做饭时弄脏12个罐子需要多少人？
545,在38岁的时候，我终于找到了那位女士，她说了我一辈子都想听到的那六个字：“我父亲拥有一家酒类商店。”
546,今天晚饭的时候，饭厅隔壁的阳台上洗衣机在甩干ing。我问女儿：“宝贝你听，什么东西响？” 女儿一脸不以为然：“洗衣服的微波炉。” ……
547,狼来了！小孩说了三遍就没人信了。老师来了！说了无数遍还是次次当真，终于找到一种比狼还可怕的动物。
548,这是你和我对抗世界......我们何时进攻？
549,上联：也许似乎大概是；下联：然而未必不见得。
550,医生给了我智商测试。我感到宽慰，结果是消极的。
551,女领导与老公晚饭后散步，路遇一个老相好，两人热烈拥抱。 老公有些不满，问是何人，妻子答：以前我下面的一个工作积极分子。
552,安东尼的力量法则：不要强迫它 - 得到更大的锤子。
553,客户：“这个图下班之前必须发给我！” 设计师：“好的！” 第二天清早，客户：“图怎么还没发过来？” 设计师：“我还没下班呢！”
554,宠物店里，老板对一个想买鹦鹉的顾客说：很抱歉，鹦鹉卖完了，你不如买只啄木鸟吧！ 怎么，它也会说话？ 不，它更实用，会打电报。
555,早上醒来我都会抛硬币，假如正面朝上，我就继承睡觉。 假如背面朝上，我就躺在床上看电视。 假如硬币落地后是立起来的，我就起来收拾屋子。
556,早上的人们：“早睡早起让人健康，富裕，聪明。”夜人：“任何一个人在起床的同一天上床睡觉都是一种戒烟。”
557,当生活给你柠檬，做柠檬水！然后在某人眼中挤压它。
558,我拒绝回答这个问题，理由是我不知道答案。
559,特雷曼定理：不可能的事情通常不会发生。
560,一位小孩问他的爸爸：爸爸，有一种动物长的跟大象一模一样，但不是大象，你说那是什么？ 爸爸想了想，说：不知道。 孩子诡笑着说：是小象呀！
561,女对男说：“带我走吧。” 男答：“大象怎么办？”（大象是徐静蕾的儿子）。 结果您猜怎么着？邻座一个观众很严肃的说：装冰箱呀！
562,我很高兴能够及时回答。我说我不知道​​。
563,还有不足一个月就是清明假期了，一外地的表弟给我写来一封信，开头是这样说的：“清明节快到了，我们见面的日子不远了。”
564,人生最重要的不是所在的位置，而是所朝的方向。同样是个B，你一路向北能变成NB，撞破南墙不回头，就只能当个SB。
565,时间对了，地点对了，感情对了，却发现人物不对!
566,只有在阳光普照的时候，一个虚假的朋友和一个影子才会留在身边。
567,霍尔马克卡：“我知道有一天你会离开我去找我最好的朋友。所以这是他的皮带，水碗和咀嚼玩具。”
568,你可以带领一个男孩上大学，但你不能让他思考。
569,然后掏出他的啄木鸟，在水槽里生气。
570,某医科大学中心广场上竖一人物雕像，高举右手五指分开向大家挥手。 老生曰：此乃告诉各位新生——同学们，五年啊！
571,在我上学的第一天，我的父母把我送到了错误的托儿所。我在那里......被树木和灌木丛包围着。
572,太阳对夏令时感到困惑。它上升了两次。一切都有两个阴影。
573,今天七岁的表妹把舅妈的玉镯子摔碎了 然后他就跑卧室里把存钱罐打开数钱…… 半小时后， 她冲出来：“妈妈把我卖了吧！”
574,你的麻烦在于你缺席会成为一个好公司。
575,你伤害了Word，还Excel而过， 你Access的贪婪，我Outlook懦弱。 One泪Note过，回忆是多Binder， 只怪自己Mail你PowerPoint。
576,鹅鹅鹅，曲项向天歌。白毛浮污水，红掌拨黑波。
577,什么山？哪里？什么时候？我不记得任何一座山。
578,某人第一次见到大海，感叹道：“大海啊！母亲！”话音刚落，一个浪头打过来，正好打在他的脸上，此人怒道：“我靠！还他****是个后妈！
579,数学文盲影响每5人中有8人。
580,我家里没电 - 没有灯，我看不到我在做什么。好东西我的相机有一个闪光灯。为了制作三明治，我不得不拍摄我厨房的60张照片。我的邻居打电话给警察 - 他们以为我家里有闪电。
581,赵元任与友人信中云：要是你收不到这封信，请你赶快通知我，我好告诉你是什么时候付邮的。
582,当一个漂亮的女孩进入房间时，心理学家是一个看着其他人的人。
583,对于文明而言，最好不要让自己陷入困境。
584,总结会上，老板说：今年公司利润成倍增长，我将给各位开一张千元支票作为奖励。 大家热烈鼓掌。 老板接着说：如果明年继续这样，我就在那些支票上签字！
585,最薄弱的环节：在体育运动中，着名赛马的名字是“谋杀”这个词向后拼写？
586,四年前 。不，那是昨天。今天我 。不，那不是我。有时候我 。不，我没有。
587,然后问爸爸：“社会上提倡的多劳多得的劳，是哪个劳呀？” 爸爸沉思了一会说：“根据我的生活体会，是带提手旁的那个捞。”
588,猫是透明的。猫应该坐在电视屏幕前。
589,我的鞋呢？下课的时候心不在焉的教授喃喃地问道。 在你的脚上呢。有一个学生说。 呵，可不是吗，幸亏你看见了，要不我会光着脚回家的。
590,什么是麻风病人的最终厄运？癫痫发作。
591,老程序员永远不会死; 他们只是放弃了他们的资源。
592,同学：“你数学考了６６分，你打算怎么向你当武术教练的爸爸交代呢？” 小毛：“我趁他练倒立的时候，再把卷子给他看。”
593,如果你相信命，那么一切的偶然都是注定；如果你不相信命，那么一切的注定都是偶然。
594,“请给我一个烧饼。” “孩子，现在一个烧饼要一块了。” “什么时候涨价的？” “今天早上。” “那就给我一个昨天晚上的吧！”
595,只有疯狂才有足够的力量才能繁荣; 只有繁荣的人才能判断什么是真正的理智。
596,小孩甲：你知道什么糖最贵？ 小孩乙：巧克力。 小孩甲：不对，喜糖最贵。我妈妈花了二十块钱才买了两袋，总共十六颗。
597,凡是和“票”有关的都令我心碎：彩票、股票、钞票、女票。
598,我爱我的国家。这是我害怕的政府。
599,当父母感到寒冷时，通常会给孩子穿上毛衣。
600,你将嫁给一个印第安部落，成为一个大的霍皮人家庭。
601,我诅咒你一辈子买方便面没有调料！
602,坏：你的妻子想要离婚。更糟糕的是：她是一名律师。
603,某天，两个同学在教学楼走廊挨着栏杆嬉戏打闹，被老师看见，语重心长的说到：“我有一个大学同学，高中的时候就是这样摔死的。”
604,电视台智力竞赛抢答，参赛者争先恐后，老在主持人宣布开始前摁抢答器。主持人急了：我说‘开’时你别抢，等我的‘始’出来你再抢！
605,巧克力覆盖的葡萄干，樱桃，橙片和草莓都算作水果，所以要尽量多吃。
606,如果超人如此聪明，为什么他的内衣在外面呢？
607,俄罗斯共产主义：你有两头母牛。你必须照顾他们，但政府需要所有的牛奶。
608,4年没见到老婆了，她去年给我生了个大胖小子，真想回家看看啊
609,莉莉：老板，我有两个双胞胎。我不想说出任何一个名字。
610,谈话很便宜 - 直到你聘请律师。
611,我度过了这么糟糕的一周，我甚至忘记了如何骑自行车。
612,妈妈：那么......既然你已经开始约会了，与年轻人亲密接触是什么感觉？
613,永远不要打孩子的脸 - 还有很多其他的地方。
614,亲，这款红色毛衣多好看啊就算不小心被人捅了一刀也看不出来的。
615,一个小学5年级的女孩因为胸部发育被同班女生嘲笑，回家向母亲哭诉。 她妈安慰她：“不要紧，她们顶多笑你两年，你以后至少可以嘲笑她们二十年！”
616,商场里儿子指着海贼王的海报问爸爸：“爸爸，这个是什么？” 爸爸回答：“这个人是海贼，他叫王路飞。”
617,汤姆到女友玛丽家里找她，玛丽的小弟弟生气地走出来。 讨厌的家伙，你为什么总来找我姐姐，你自己没有吗？！
618,你可以用你的嘴唇传讲更好的布道。
619,根据律师的建议，我的保险杠目前没有任何消息。
620,为什么他们在自动柜员机的键盘上放置盲文点？
621,一个40多岁的男人经常在找到成熟水平的女性时遇到问题。
622,夫妻吵架了。当丈夫下班回到家里，他发现妻子不在家。 只在桌上留了一个条子，上面写道： “午饭在《烹调大全》第215页；晚饭在317页。”
623,婚前，为了显示英勇，我经常带妻子去电影院看恐怖片； 婚后，为了保护自己，我经常独自去电影院看功夫片。
